Attrition,Department,JobRole,OverTime,MonthlyIncome,YearsAtCompany,JobSatisfaction,JobLevel,BusinessTravel,Gender,RevenueLoss
No,Research & Development,Manager,No,15379,8,3,4,Travel_Rarely,Male,1293342.5142857144
No,Sales,Sales Executive,Yes,7082,2,3,3,Travel_Rarely,Male,595581.7469387755
No,Sales,Sales Representative,No,2728,2,1,1,Travel_Rarely,Male,229419.23265306122
No,Sales,Sales Executive,Yes,5368,6,4,2,Non-Travel,Female,451437.8448979592
No,Research & Development,Healthcare Representative,No,5347,3,3,2,Travel_Rarely,Male,449671.78775510204
No,Human Resources,Human Resources,Yes,3195,2,4,1,Travel_Rarely,Female,268692.97959183675
Yes,Research & Development,Laboratory Technician,Yes,3989,5,3,1,Travel_Rarely,Male,335466.7591836735
No,Research & Development,Laboratory Technician,No,3306,0,3,1,Travel_Rarely,Female,278027.8530612245
No,Research & Development,Healthcare Representative,No,7005,4,4,3,Travel_Rarely,Male,589106.2040816327
Yes,Sales,Sales Representative,Yes,2655,9,3,1,Travel_Frequently,Female,223280.08163265308
Yes,Research & Development,Laboratory Technician,No,1393,1,2,1,Travel_Rarely,Male,117148.45714285715
No,Research & Development,Laboratory Technician,No,2570,7,4,1,Non-Travel,Male,216131.75510204083
No,Research & Development,Research Scientist,No,3537,4,2,1,Travel_Rarely,Male,297454.48163265304
No,Research & Development,Laboratory Technician,No,3986,15,4,2,Travel_Rarely,Male,335214.46530612244
No,Research & Development,Healthcare Representative,No,10883,1,4,3,Travel_Rarely,Male,915238.0897959184
No,Research & Development,Laboratory Technician,No,2028,14,2,1,Travel_Rarely,Male,170550.6612244898
No,Sales,Sales Executive,No,9525,6,4,2,Travel_Frequently,Male,801033.0612244898
No,Research & Development,Research Scientist,No,2929,10,4,1,Travel_Rarely,Female,246322.9224489796
Yes,Sales,Sales Representative,Yes,2275,3,4,1,Travel_Rarely,Male,191322.85714285716
No,Research & Development,Healthcare Representative,Yes,7879,8,4,3,Travel_Rarely,Female,662607.8204081632
No,Research & Development,Research Scientist,Yes,4930,5,4,1,Travel_Frequently,Male,414602.93877551024
No,Sales,Sales Executive,Yes,7847,10,4,2,Travel_Rarely,Male,659916.6857142857
No,Research & Development,Research Scientist,No,4401,5,3,1,Travel_Rarely,Male,370115.11836734693
No,Sales,Sales Executive,No,9241,10,3,3,Travel_Rarely,Male,777149.2408163266
No,Research & Development,Laboratory Technician,No,2974,5,3,1,Travel_Rarely,Female,250107.3306122449
No,Sales,Sales Representative,No,4502,13,4,2,Travel_Rarely,Female,378609.01224489795
No,Research & Development,Healthcare Representative,No,10748,23,3,3,Non-Travel,Male,903884.8653061225
Yes,Human Resources,Human Resources,No,1555,1,3,1,Travel_Rarely,Male,130772.32653061225
Yes,Sales,Sales Executive,No,12936,23,3,4,Travel_Frequently,Male,1087891.2
No,Research & Development,Laboratory Technician,No,2305,3,3,1,Travel_Rarely,Male,193845.79591836734
No,Research & Development,Research Director,No,16704,21,2,4,Travel_Rarely,Female,1404772.3102040817
No,Research & Development,Research Scientist,No,3433,5,3,1,Travel_Frequently,Male,288708.29387755104
No,Research & Development,Laboratory Technician,No,3477,5,3,1,Travel_Rarely,Male,292408.6040816327
No,Human Resources,Human Resources,No,6430,3,2,2,Non-Travel,Male,540749.8775510205
No,Research & Development,Manufacturing Director,Yes,6516,1,1,2,Travel_Rarely,Female,547982.3020408163
No,Research & Development,Laboratory Technician,No,3907,6,1,1,Travel_Rarely,Male,328570.7265306123
No,Research & Development,Healthcare Representative,No,5562,10,2,2,Travel_Rarely,Male,467752.84897959186
No,Research & Development,Manufacturing Director,No,6883,7,3,2,Travel_Rarely,Male,578846.2530612245
No,Research & Development,Research Scientist,No,2862,10,4,1,Travel_Rarely,Male,240688.35918367348
No,Sales,Sales Executive,No,4978,1,2,2,Non-Travel,Male,418639.64081632654
No,Sales,Sales Executive,Yes,10368,10,4,3,Travel_Rarely,Male,871927.6408163265
Yes,Sales,Sales Executive,Yes,6134,2,1,2,Travel_Rarely,Male,515856.88163265307
Yes,Sales,Sales Executive,No,6735,0,2,2,Travel_Rarely,Male,566399.7551020408
No,Research & Development,Laboratory Technician,No,3295,3,2,1,Travel_Rarely,Female,277102.7755102041
No,Research & Development,Manufacturing Director,No,5238,5,4,2,Travel_Frequently,Female,440505.11020408163
No,Research & Development,Laboratory Technician,Yes,6472,9,4,2,Non-Travel,Male,544281.9918367347
No,Sales,Sales Executive,No,9610,4,3,3,Travel_Rarely,Male,808181.387755102
No,Sales,Manager,No,19833,21,2,5,Travel_Rarely,Male,1667914.8244897958
No,Human Resources,Human Resources,No,9756,5,3,3,Travel_Rarely,Female,820459.6897959184
No,Research & Development,Research Scientist,No,4968,9,1,1,Travel_Frequently,Female,417798.6612244898
No,Human Resources,Human Resources,No,2145,2,4,1,Travel_Frequently,Male,180390.1224489796
Yes,Human Resources,Human Resources,No,2180,4,4,1,Travel_Frequently,Female,183333.55102040817
No,Sales,Sales Executive,No,8346,5,3,2,Travel_Rarely,Male,701881.5673469388
No,Research & Development,Research Scientist,No,3445,6,4,1,Travel_Rarely,Female,289717.4693877551
Yes,Sales,Sales Representative,No,2760,2,2,1,Travel_Rarely,Female,232110.3673469388
No,Research & Development,Healthcare Representative,Yes,6294,3,3,2,Travel_Frequently,Male,529312.5551020409
No,Sales,Sales Executive,No,7140,7,1,3,Travel_Rarely,Male,600459.4285714286
No,Research & Development,Research Scientist,Yes,2932,5,4,1,Travel_Rarely,Male,246575.21632653062
No,Sales,Sales Executive,No,5147,11,2,2,Non-Travel,Female,432852.19591836736
No,Sales,Sales Executive,No,4507,5,4,2,Travel_Rarely,Female,379029.50204081635
Yes,Sales,Sales Executive,Yes,8564,0,1,3,Travel_Rarely,Female,720214.9224489796
No,Research & Development,Laboratory Technician,No,2468,6,2,1,Travel_Frequently,Female,207553.76326530613
Yes,Sales,Sales Executive,No,8161,1,3,3,Travel_Rarely,Male,686323.4448979592
No,Research & Development,Research Scientist,No,2109,1,1,1,Travel_Rarely,Female,177362.59591836735
No,Research & Development,Healthcare Representative,No,5294,7,3,2,Travel_Rarely,Male,445214.5959183673
No,Research & Development,Research Scientist,No,2718,7,2,1,Non-Travel,Male,228578.2530612245
No,Research & Development,Healthcare Representative,Yes,5811,1,4,2,Travel_Rarely,Male,488693.2408163265
Yes,Research & Development,Research Scientist,Yes,2437,1,3,1,Travel_Frequently,Male,204946.72653061224
No,Research & Development,Laboratory Technician,No,2766,5,2,1,Travel_Rarely,Male,232614.9551020408
No,Research & Development,Research Director,No,19038,1,1,5,Travel_Rarely,Male,1601056.9469387755
No,Research & Development,Research Scientist,No,3055,9,2,2,Non-Travel,Male,256919.26530612246
No,Research & Development,Laboratory Technician,No,2289,5,1,1,Travel_Rarely,Male,192500.22857142857
No,Sales,Sales Executive,Yes,4001,15,3,2,Non-Travel,Male,336475.9346938775
No,Research & Development,Manufacturing Director,Yes,12965,3,3,4,Non-Travel,Female,1090330.0408163266
No,Human Resources,Human Resources,No,3539,9,4,1,Travel_Rarely,Male,297622.6775510204
No,Sales,Sales Executive,No,6029,2,4,2,Travel_Rarely,Female,507026.5959183673
Yes,Sales,Sales Representative,No,2679,1,2,1,Travel_Rarely,Male,225298.43265306123
No,Research & Development,Laboratory Technician,No,3702,5,3,1,Travel_Rarely,Female,311330.6448979592
Yes,Research & Development,Laboratory Technician,Yes,2398,1,1,1,Travel_Rarely,Female,201666.90612244897
No,Sales,Sales Executive,No,5468,12,4,2,Travel_Rarely,Female,459847.64081632654
No,Research & Development,Manager,No,13116,2,3,3,Travel_Rarely,Female,1103028.8326530613
No,Sales,Sales Executive,No,4189,5,2,2,Travel_Rarely,Male,352286.35102040815
No,Research & Development,Research Director,Yes,19328,2,4,5,Travel_Rarely,Male,1625445.3551020408
No,Research & Development,Healthcare Representative,Yes,8321,12,1,3,Travel_Rarely,Male,699779.1183673469
Yes,Research & Development,Research Scientist,Yes,2342,5,2,1,Travel_Frequently,Male,196957.42040816328
No,Human Resources,Human Resources,No,4071,10,2,2,Travel_Rarely,Male,342362.7918367347
Yes,Sales,Sales Executive,Yes,5813,10,4,2,Travel_Rarely,Male,488861.4367346939
No,Research & Development,Research Scientist,No,3143,10,1,1,Travel_Rarely,Male,264319.8857142857
No,Research & Development,Research Scientist,No,2044,5,4,1,Travel_Rarely,Male,171896.22857142857
No,Research & Development,Research Director,No,13464,4,3,3,Travel_Rarely,Male,1132294.9224489797
No,Sales,Sales Executive,No,7991,2,2,2,Non-Travel,Male,672026.7918367347
No,Research & Development,Laboratory Technician,No,3377,4,1,1,Travel_Rarely,Female,283998.8081632653
No,Research & Development,Healthcare Representative,No,5538,0,1,2,Travel_Rarely,Male,465734.4979591837
No,Research & Development,Manufacturing Director,No,5762,7,4,2,Non-Travel,Male,484572.44081632653
No,Human Resources,Human Resources,No,2592,11,2,1,Non-Travel,Male,217981.91020408162
Yes,Research & Development,Laboratory Technician,No,5346,7,1,2,Travel_Frequently,Male,449587.68979591836
Yes,Research & Development,Manufacturing Director,No,4213,10,1,2,Travel_Rarely,Male,354304.7020408163
No,Sales,Sales Executive,No,4127,2,4,2,Travel_Frequently,Male,347072.27755102044
No,Research & Development,Research Scientist,No,2438,3,3,1,Non-Travel,Male,205030.82448979592
No,Research & Development,Healthcare Representative,No,6870,3,2,2,Travel_Rarely,Male,577752.9795918367
No,Sales,Sales Executive,Yes,10447,22,3,3,Travel_Rarely,Female,878571.3795918367
No,Research & Development,Manufacturing Director,No,9667,7,3,3,Travel_Rarely,Female,812974.9714285714
Yes,Human Resources,Human Resources,Yes,2148,5,2,1,Travel_Rarely,Female,180642.41632653063
Yes,Research & Development,Healthcare Representative,No,8926,9,2,2,Travel_Rarely,Female,750658.3836734694
No,Research & Development,Healthcare Representative,No,6513,5,4,2,Travel_Rarely,Female,547730.0081632653
No,Sales,Sales Executive,No,6799,10,3,2,Travel_Rarely,Male,571782.0244897959
No,Sales,Manager,No,16291,16,2,4,Non-Travel,Male,1370039.8530612246
No,Research & Development,Laboratory Technician,No,2705,5,3,1,Travel_Rarely,Male,227484.97959183675
No,Research & Development,Manufacturing Director,Yes,10333,22,2,3,Travel_Rarely,Female,868984.212244898
No,Research & Development,Healthcare Representative,No,4448,7,1,2,Travel_Rarely,Female,374067.7224489796
No,Research & Development,Research Scientist,No,6854,7,4,2,Travel_Rarely,Female,576407.4122448979
No,Sales,Sales Executive,No,9637,3,1,3,Travel_Frequently,Female,810452.0326530612
No,Research & Development,Research Scientist,No,3591,3,1,1,Travel_Rarely,Female,301995.77142857143
No,Sales,Sales Representative,Yes,5405,4,4,2,Travel_Rarely,Female,454549.4693877551
No,Sales,Sales Executive,No,4684,5,4,2,Travel_Rarely,Male,393914.84081632656
No,Research & Development,Research Director,Yes,15787,2,3,4,Travel_Frequently,Male,1327654.4816326532
No,Research & Development,Research Scientist,No,1514,0,3,1,Non-Travel,Female,127324.31020408163
Yes,Human Resources,Human Resources,No,2956,1,1,1,Travel_Rarely,Male,248593.56734693877
Yes,Human Resources,Human Resources,Yes,2335,2,1,1,Travel_Rarely,Male,196368.73469387754
No,Sales,Sales Executive,No,5154,8,3,2,Non-Travel,Female,433440.88163265307
No,Research & Development,Research Scientist,Yes,6962,1,2,2,Travel_Rarely,Female,585489.9918367347
No,Sales,Sales Executive,No,5675,7,4,2,Travel_Frequently,Male,477255.9183673469
No,Research & Development,Laboratory Technician,Yes,2379,5,4,1,Travel_Frequently,Female,200069.0448979592
No,Research & Development,Laboratory Technician,No,3812,11,4,1,Travel_Frequently,Male,320581.4204081633
No,Sales,Sales Executive,No,4648,0,4,2,Travel_Frequently,Male,390887.3142857143
No,Research & Development,Research Scientist,No,2936,6,3,1,Non-Travel,Male,246911.6081632653
No,Research & Development,Laboratory Technician,No,2105,2,3,1,Travel_Rarely,Female,177026.20408163266
No,Research & Development,Manufacturing Director,No,8578,9,4,3,Travel_Rarely,Male,721392.293877551
No,Human Resources,Human Resources,No,2706,3,4,1,Non-Travel,Male,227569.07755102043
No,Research & Development,Healthcare Representative,No,6384,7,3,2,Travel_Rarely,Male,536881.3714285714
No,Research & Development,Laboratory Technician,No,3968,0,3,1,Travel_Rarely,Male,333700.7020408163
Yes,Sales,Sales Executive,Yes,9907,2,2,2,Travel_Rarely,Male,833158.481632653
No,Sales,Sales Executive,No,13225,19,1,4,Travel_Rarely,Female,1112195.5102040817
No,Sales,Sales Representative,No,3540,9,3,2,Travel_Rarely,Female,297706.7755102041
No,Human Resources,Human Resources,No,2804,1,2,1,Travel_Rarely,Male,235810.6775510204
No,Research & Development,Manager,No,19392,16,3,5,Travel_Rarely,Female,1630827.6244897959
No,Research & Development,Research Director,No,19665,22,2,5,Travel_Rarely,Male,1653786.3673469387
Yes,Research & Development,Research Scientist,Yes,2439,1,4,1,Travel_Frequently,Male,205114.9224489796
Yes,Sales,Sales Executive,No,7314,8,2,3,Travel_Rarely,Female,615092.4734693877
No,Research & Development,Research Scientist,No,4774,7,1,1,Travel_Frequently,Female,401483.65714285715
No,Research & Development,Research Scientist,No,3902,2,4,2,Travel_Rarely,Male,328150.23673469387
No,Research & Development,Research Scientist,No,2662,5,4,1,Travel_Rarely,Male,223868.76734693878
No,Sales,Sales Representative,No,2856,1,2,1,Travel_Rarely,Female,240183.77142857143
Yes,Sales,Sales Representative,No,1081,1,4,1,Travel_Rarely,Male,90909.89387755102
Yes,Research & Development,Research Scientist,Yes,2472,1,2,1,Travel_Rarely,Male,207890.15510204082
No,Sales,Sales Executive,Yes,5673,10,3,2,Travel_Rarely,Female,477087.7224489796
No,Research & Development,Laboratory Technician,No,4197,10,3,2,Travel_Rarely,Male,352959.13469387754
No,Sales,Sales Executive,Yes,9713,5,4,3,Travel_Rarely,Male,816843.4775510204
No,Research & Development,Laboratory Technician,No,2062,3,1,1,Travel_Rarely,Male,173409.9918367347
No,Research & Development,Research Scientist,Yes,4284,5,1,2,Travel_Rarely,Male,360275.65714285715
No,Research & Development,Manufacturing Director,Yes,4788,3,2,2,Travel_Rarely,Female,402661.02857142856
No,Research & Development,Manufacturing Director,No,5906,9,4,2,Travel_Rarely,Female,496682.5469387755
No,Human Resources,Human Resources,No,3886,10,4,2,Travel_Frequently,Male,326804.6693877551
No,Research & Development,Manager,No,16823,19,1,4,Travel_Rarely,Male,1414779.9673469388
No,Research & Development,Research Scientist,Yes,2933,1,3,1,Travel_Rarely,Female,246659.3142857143
No,Sales,Sales Executive,No,6500,8,3,2,Travel_Rarely,Female,546636.7346938775
No,Research & Development,Manager,No,17174,22,4,4,Travel_Frequently,Female,1444298.351020408
No,Research & Development,Healthcare Representative,No,5033,2,1,2,Travel_Rarely,Male,423265.02857142856
Yes,Research & Development,Research Scientist,Yes,2307,5,1,1,Non-Travel,Male,194013.9918367347
Yes,Research & Development,Laboratory Technician,No,2587,4,4,1,Travel_Rarely,Male,217561.42040816328
No,Sales,Sales Executive,No,5507,4,2,2,Travel_Rarely,Male,463127.4612244898
No,Sales,Sales Executive,No,4393,5,2,2,Travel_Rarely,Female,369442.33469387755
No,Research & Development,Research Director,No,13348,13,1,3,Travel_Rarely,Male,1122539.5591836735
No,Sales,Sales Executive,Yes,6583,5,4,2,Travel_Rarely,Female,553616.8653061225
No,Sales,Sales Executive,Yes,8103,4,4,2,Travel_Rarely,Female,681445.7632653061
No,Research & Development,Laboratory Technician,No,3978,2,3,1,Travel_Rarely,Female,334541.68163265305
No,Research & Development,Laboratory Technician,No,2544,7,4,1,Travel_Frequently,Male,213945.2081632653
No,Research & Development,Healthcare Representative,No,5399,4,3,2,Travel_Frequently,Male,454044.88163265307
No,Sales,Sales Executive,No,5487,10,3,2,Travel_Rarely,Male,461445.50204081635
No,Sales,Sales Executive,Yes,6834,7,4,2,Travel_Frequently,Male,574725.4530612245
Yes,Sales,Sales Representative,No,1091,1,1,1,Travel_Frequently,Male,91750.87346938776
No,Sales,Sales Executive,No,5736,3,3,2,Non-Travel,Female,482385.893877551
No,Research & Development,Research Scientist,No,2226,5,2,1,Travel_Rarely,Male,187202.05714285714
No,Research & Development,Research Scientist,Yes,5747,15,4,2,Travel_Frequently,Male,483310.97142857144
Yes,Sales,Sales Executive,Yes,9854,2,3,2,Travel_Rarely,Female,828701.2897959184
No,Research & Development,Research Scientist,No,5467,8,2,2,Non-Travel,Male,459763.54285714286
No,Sales,Sales Executive,No,5380,0,1,2,Travel_Rarely,Female,452447.02040816325
No,Research & Development,Manufacturing Director,No,5151,10,1,2,Travel_Rarely,Male,433188.587755102
No,Research & Development,Research Scientist,Yes,2133,20,2,2,Travel_Frequently,Female,179380.9469387755
No,Sales,Manager,Yes,17875,1,4,4,Travel_Rarely,Female,1503251.0204081633
Yes,Research & Development,Research Scientist,Yes,2432,4,3,1,Travel_Frequently,Female,204526.23673469387
No,Research & Development,Research Scientist,No,4771,5,4,1,Travel_Rarely,Male,401231.3632653061
No,Research & Development,Research Director,No,19161,5,4,5,Travel_Frequently,Male,1611400.9959183673
No,Sales,Sales Executive,Yes,5087,0,4,2,Travel_Rarely,Male,427806.31836734695
Yes,Human Resources,Human Resources,No,2863,1,2,1,Travel_Frequently,Female,240772.45714285714
No,Sales,Sales Executive,No,5561,5,1,2,Travel_Rarely,Male,467668.7510204082
No,Research & Development,Research Scientist,No,2144,5,3,1,Non-Travel,Male,180306.02448979593
No,Research & Development,Research Scientist,Yes,3065,4,1,1,Non-Travel,Male,257760.2448979592
No,Research & Development,Laboratory Technician,No,2810,5,2,1,Non-Travel,Male,236315.26530612246
No,Sales,Sales Executive,No,9888,14,4,3,Travel_Rarely,Male,831560.6204081633
No,Sales,Sales Executive,No,8628,8,3,3,Travel_Rarely,Male,725597.1918367347
No,Research & Development,Laboratory Technician,No,2867,7,1,1,Travel_Rarely,Male,241108.84897959183
No,Research & Development,Healthcare Representative,No,5373,5,1,2,Travel_Rarely,Male,451858.33469387755
No,Research & Development,Healthcare Representative,No,6667,5,4,2,Non-Travel,Female,560681.093877551
No,Research & Development,Research Scientist,No,5003,10,1,2,Travel_Frequently,Male,420742.0897959184
Yes,Research & Development,Laboratory Technician,No,2367,4,4,1,Travel_Rarely,Male,199059.8693877551
No,Sales,Sales Representative,No,2858,1,1,1,Travel_Rarely,Male,240351.9673469388
No,Sales,Sales Executive,Yes,5204,10,4,2,Travel_Rarely,Female,437645.77959183673
No,Sales,Sales Executive,No,4105,7,4,2,Travel_Rarely,Male,345222.1224489796
No,Research & Development,Manufacturing Director,No,9679,1,4,2,Travel_Rarely,Male,813984.1469387755
Yes,Sales,Sales Executive,Yes,5617,10,4,2,Travel_Frequently,Male,472378.23673469387
Yes,Sales,Sales Executive,Yes,10448,2,1,3,Travel_Rarely,Male,878655.4775510204
No,Research & Development,Research Scientist,No,2897,4,3,2,Travel_Rarely,Female,243631.78775510204
No,Research & Development,Healthcare Representative,No,5968,9,3,2,Travel_Frequently,Male,501896.6204081633
No,Research & Development,Healthcare Representative,No,7510,10,3,3,Travel_Rarely,Male,631575.6734693878
No,Human Resources,Human Resources,Yes,2991,6,2,1,Travel_Frequently,Male,251536.99591836735
No,Human Resources,Manager,Yes,19636,10,2,5,Travel_Rarely,Male,1651347.5265306123
No,Research & Development,Laboratory Technician,Yes,1129,1,4,1,Travel_Rarely,Female,94946.59591836735
No,Sales,Sales Executive,No,13341,20,1,4,Travel_Rarely,Male,1121950.8734693879
No,Research & Development,Research Scientist,No,4332,20,3,2,Non-Travel,Male,364312.35918367346
No,Research & Development,Research Director,No,11031,11,3,3,Non-Travel,Female,927684.5877551021
No,Research & Development,Manufacturing Director,Yes,4440,5,1,2,Travel_Rarely,Female,373394.93877551024
No,Research & Development,Healthcare Representative,No,4617,4,3,2,Travel_Rarely,Male,388280.27755102044
No,Research & Development,Laboratory Technician,No,2647,5,4,1,Travel_Rarely,Male,222607.29795918366
No,Research & Development,Laboratory Technician,No,6323,10,3,2,Travel_Frequently,Female,531751.3959183673
No,Sales,Sales Executive,No,5677,11,2,2,Travel_Rarely,Female,477424.1142857143
No,Human Resources,Human Resources,No,2187,2,2,1,Travel_Rarely,Female,183922.23673469387
No,Research & Development,Laboratory Technician,No,3748,12,2,1,Travel_Rarely,Male,315199.15102040814
No,Research & Development,Laboratory Technician,Yes,3977,2,3,1,Travel_Rarely,Male,334457.5836734694
No,Research & Development,Healthcare Representative,No,8633,17,3,3,Travel_Rarely,Male,726017.6816326531
No,Research & Development,Laboratory Technician,No,2008,1,3,1,Non-Travel,Male,168868.70204081634
No,Sales,Sales Executive,No,4440,15,2,2,Travel_Rarely,Male,373394.93877551024
No,Sales,Sales Representative,No,3067,2,3,1,Travel_Rarely,Male,257928.44081632653
No,Research & Development,Manufacturing Director,No,5321,8,3,2,Travel_Frequently,Male,447485.2408163265
No,Research & Development,Research Scientist,Yes,5410,4,1,2,Travel_Rarely,Male,454969.9591836735
No,Research & Development,Research Scientist,No,2782,5,4,1,Travel_Rarely,Male,233960.5224489796
No,Research & Development,Research Director,No,11957,13,2,3,Non-Travel,Female,1005559.2979591837
No,Research & Development,Laboratory Technician,Yes,2660,2,3,1,Travel_Rarely,Male,223700.57142857142
No,Research & Development,Research Scientist,No,3375,3,3,1,Travel_Rarely,Male,283830.612244898
No,Research & Development,Research Scientist,No,5098,10,3,2,Travel_Rarely,Male,428731.3959183674
No,Research & Development,Healthcare Representative,Yes,4878,9,4,2,Travel_Rarely,Female,410229.8448979592
No,Research & Development,Laboratory Technician,No,2837,6,2,1,Travel_Rarely,Female,238585.91020408162
No,Research & Development,Laboratory Technician,No,2406,1,4,1,Travel_Rarely,Male,202339.68979591838
No,Sales,Sales Representative,No,2269,2,2,1,Travel_Rarely,Male,190818.2693877551
No,Research & Development,Research Scientist,No,4108,7,4,2,Travel_Rarely,Male,345474.4163265306
No,Research & Development,Research Director,No,13206,18,3,3,Travel_Rarely,Female,1110597.648979592
No,Sales,Sales Executive,No,10422,14,4,3,Travel_Rarely,Female,876468.9306122449
No,Research & Development,Research Director,Yes,13744,16,4,3,Travel_Rarely,Female,1155842.351020408
No,Sales,Sales Executive,Yes,4907,5,3,2,Travel_Rarely,Female,412668.6857142857
No,Sales,Sales Representative,No,3482,9,4,1,Non-Travel,Male,292829.09387755103
No,Research & Development,Research Scientist,Yes,2436,4,4,1,Travel_Rarely,Male,204862.62857142856
No,Sales,Sales Representative,Yes,2380,2,1,1,Travel_Rarely,Male,200153.14285714287
No,Research & Development,Manager,No,19431,6,4,5,Non-Travel,Male,1634107.4448979592
Yes,Sales,Sales Representative,No,1790,1,1,1,Travel_Frequently,Male,150535.3469387755
No,Sales,Sales Executive,No,7644,9,4,3,Travel_Rarely,Female,642844.8
No,Research & Development,Manufacturing Director,No,5131,4,2,2,Travel_Frequently,Female,431506.6285714286
No,Research & Development,Healthcare Representative,No,6306,13,3,2,Non-Travel,Male,530321.7306122449
Yes,Research & Development,Research Scientist,Yes,4787,2,4,1,Travel_Rarely,Male,402576.9306122449
No,Research & Development,Manager,No,18880,22,3,5,Travel_Rarely,Male,1587769.469387755
Yes,Research & Development,Laboratory Technician,No,2339,10,3,1,Travel_Rarely,Male,196705.12653061224
No,Research & Development,Manufacturing Director,No,13570,20,2,4,Travel_Rarely,Female,1141209.306122449
No,Sales,Sales Executive,No,6712,8,3,2,Travel_Rarely,Female,564465.5020408164
No,Sales,Sales Executive,No,5406,15,4,2,Non-Travel,Male,454633.56734693877
No,Sales,Sales Executive,No,8938,5,2,2,Travel_Rarely,Male,751667.5591836735
No,Research & Development,Research Scientist,No,2439,4,1,1,Travel_Rarely,Male,205114.9224489796
No,Human Resources,Human Resources,Yes,8837,9,4,3,Travel_Rarely,Female,743173.6653061225
No,Sales,Sales Executive,No,5343,10,4,2,Travel_Rarely,Female,449335.3959183674
Yes,Sales,Sales Executive,No,6728,6,3,2,Travel_Frequently,Male,565811.0693877551
No,Sales,Sales Executive,No,6652,6,4,2,Travel_Rarely,Female,559419.6244897959
No,Sales,Sales Executive,No,4850,5,3,2,Travel_Rarely,Female,407875.10204081633
No,Research & Development,Research Scientist,No,2809,2,3,1,Travel_Rarely,Male,236231.16734693878
No,Research & Development,Healthcare Representative,Yes,5689,10,3,2,Travel_Frequently,Male,478433.2897959184
No,Research & Development,Research Scientist,No,2001,5,3,1,Travel_Rarely,Female,168280.0163265306
No,Research & Development,Research Scientist,No,2977,4,4,1,Travel_Rarely,Female,250359.6244897959
No,Research & Development,Laboratory Technician,Yes,4025,4,2,2,Travel_Rarely,Male,338494.28571428574
No,Research & Development,Research Scientist,No,3785,5,1,1,Travel_Rarely,Female,318310.7755102041
Yes,Sales,Sales Executive,Yes,10854,3,1,3,Travel_Rarely,Male,912799.2489795919
No,Sales,Sales Executive,No,12031,20,4,4,Travel_Rarely,Female,1011782.5469387756
No,Research & Development,Manufacturing Director,No,9936,9,1,2,Non-Travel,Male,835597.3224489796
No,Sales,Sales Representative,No,2966,4,3,1,Travel_Rarely,Female,249434.54693877551
No,Research & Development,Laboratory Technician,No,2571,5,4,2,Travel_Frequently,Male,216215.85306122448
No,Research & Development,Healthcare Representative,No,9991,7,1,3,Travel_Rarely,Male,840222.7102040816
No,Research & Development,Manufacturing Director,Yes,6142,6,2,2,Travel_Rarely,Male,516529.66530612245
No,Sales,Sales Executive,No,5390,9,2,2,Travel_Frequently,Male,453288.0
No,Research & Development,Laboratory Technician,No,4404,4,3,2,Travel_Rarely,Male,370367.412244898
